Iteration,Stability
6165,-1
6166,-1
6172,-1
6181,-1
6186,-1
6187,0
6189,0
6190,0
6193,0
6196,0
6199,0
6200,-1
6204,-1
6211,-1
6218,-2
6219,-3
6223,-3
6224,-3
6225,-3
6226,-3
6243,-3
6245,-3
6249,-3
6252,-3
6255,-3
6257,-3
6258,-3
6259,-2
6264,-2
6265,-2
6267,-2
6270,-2
6274,-2
6276,-3
6283,-3
6284,-3
6285,-2
6287,-4
6295,-3
6301,-3
6302,-3
6304,-3
6306,-3
6308,-4
6310,-4
6314,-4
6316,-4
6317,-4
6329,-4
6332,-4
6336,-4
6337,-4
6339,-4
6341,-4
6348,-4
6350,-5
6357,-5
6361,-3
6363,-3
6365,-3
6367,-3
6369,-3
6370,-3
6372,-3
6373,-3
6377,-3
6378,-3
6379,-3
6387,-4
6395,-4
6404,-4
6405,-4
6412,-3
6416,-3
6417,-3
6419,-8
6424,-8
6431,-8
6433,-8
6434,-8
6437,-8
6439,-8
6442,-8
6447,-8
6450,-8
6451,-8
6453,-8
6454,-8
6460,-8
6461,-8
6463,-8
6464,-8
6472,-8
6474,-8
6477,-8
6484,-8
6485,-8
6486,-8
6492,-8
6494,-8
6496,-8
6499,-8
6502,-2
6503,-2
6507,-2
6510,-2
6512,-2
6516,-2
6517,-2
6520,-2
6521,-2
6522,-2
6526,-2
6532,-2
6539,-2
6541,-2
6542,-2
6544,-2
6545,-2
6546,-4
6552,-4
6557,-4
6559,-2
6563,-2
6564,-2
6569,-2
6573,-2
6578,-2
6579,-2
6584,-2
6587,-2
6588,-2
6590,-2
6592,-2
6597,-2
6598,-2
6601,-3
6603,-3
6605,-3
6608,-3
6609,-3
6611,-2
6612,-2
6613,-2
6615,-3
6617,-3
6619,-3
6627,-3
6628,-2
6630,-1
6637,-1
6640,-1
6643,-1
6644,-1
6645,-1
6647,-1
6648,-1
6652,-1
6655,-2
6657,-2
6659,-2
6663,-2
6667,-2
6668,-2
6672,-1
6673,-1
6674,-1
6675,-1
6680,-1
6684,-1
6685,-1
6689,-1
6699,-1
6700,-2
6701,-2
6706,-2
6709,-2
6715,-3
6731,-3
6734,-2
6738,-2
6739,0
6746,0
6747,0
6750,0
6757,0
6758,0
6764,0
6773,0
6780,0
6786,0
6790,0
6808,0
6811,0
6817,0
6819,0
6826,0
6827,0
6832,0
6834,-1
6838,-1
6840,-1
6843,-1
6847,-1
6849,-1
6859,-1
6863,-1
6868,-1
6870,0
6877,0
6879,0
6880,0
6881,0
6883,0
6885,0
6886,0
6889,0
6891,0
6893,0
6895,0
6898,0
6899,0
6900,0
6903,0
6907,0
6910,0
6916,0
6917,0
6919,0
6924,0
6928,0
6932,0
6933,0
6936,0
6937,0
6938,0
6945,0
6950,0
6951,-2
6952,-2
6960,-2
6964,-2
6965,-2
6966,-2
6970,-2
6972,-2
6976,-3
6984,-3
6990,-4
6995,-4
7005,-4
7007,-2
7012,-2
7013,-1
7018,-1
7019,-1
7023,-2
7028,-2
7029,-2
7030,-3
7034,-3
7041,-3
7046,-3
7047,-3
7049,-3
7050,-3
7051,-1
7055,-2
7060,-3
7066,-3
7067,-1
7072,-1
7073,-1
7080,-2
7094,-2
7095,-2
7098,-2
7106,-2
7110,-2
7118,-2
7119,-2
7125,-2
7127,-2
7128,-2
7129,-2
7131,-2
7135,-2
7137,-2
7138,0
7139,0
7143,0
7144,0
7145,0
7146,0
7150,0
7151,0
7153,0
7154,-1
7155,-1
7157,-1
7158,-1
7164,-1
7172,-1
7179,-1
7182,-3
7186,-1
7187,-1
7189,0
7190,0
7191,0
7199,0
7201,0
7202,0
7206,0
7209,0
7210,0
7221,0
7222,0
7230,0
7240,-1
7255,-3
7258,-3
7259,-3
7260,-3
7261,-3
7263,-3
7264,-2
7265,-2
7269,-2
7271,-2
7272,-2
7273,-2
7274,-2
7275,-2
7277,-2
7278,-3
7279,-3
7282,-2
7284,-4
7285,-4
7291,-2
7292,-2
7293,-2
7295,-2
7296,-2
7300,-2
7301,-2
7302,-2
7304,-2
7305,-2
7312,-2
7315,-2
7317,-2
7321,-2
7327,-2
7330,-2
7332,-2
7335,-2
7336,-2
7341,-2
7345,-2
7350,-2
7356,-2
7358,-2
7360,-2
7363,-2
7364,-2
7372,-2
7373,-2
7375,-2
7377,-2
7378,-3
7380,-3
7381,-3
7382,-3
7386,-3
7387,-3
7388,-3
7392,-2
7396,-2
7397,-2
7399,-2
7400,-2
7404,-2
7416,-1
7429,-1
7432,-1
7433,-1
7437,-1
7440,-1
7441,-1
7443,-1
7445,-1
7451,-1
7452,-2
7459,-2
7461,-2
7470,-2
7471,-2
7475,-3
7485,-2
7486,-2
7489,-2
7490,-2
7491,-2
7493,-2
7495,-2
7496,-2
7500,-2
7504,-2
7510,-2
7512,-3
7514,-3
7516,-3
7517,-3
7522,-4
7529,-4
7532,-3
7543,-3
7544,-4
7547,-4
7548,-3
7550,-3
7553,-3
7555,-3
7557,-3
7560,-2
7566,-4
7570,-4
7571,-2
7579,-2
7582,-3
7584,-3
7585,-3
7591,-2
7594,-2
7605,-2
7607,-2
7608,-2
7614,-2
7620,-2
7623,-2
7629,-2
7631,-2
7632,-1
7635,-1
7636,-2
7640,-2
7642,-2
7643,-3
7656,-3
7657,-2
7661,-3
7663,-3
7668,-2
7669,-2
7671,-2
7679,-2
7680,-2
7681,-2
7682,-2
7683,-2
7685,-2
7688,-2
7694,-2
7700,-2
7703,-1
7704,-1
7705,-1
7707,-1
7709,-1
7711,-1
7712,-1
7714,-1
7716,0
7718,0
7722,0
7726,0
7731,0
7735,-1
7740,-1
7742,-1
7743,-1
7748,-1
7750,-1
7751,-1
7758,-1
7763,-1
7764,-1
7766,-1
7776,-4
7777,-1
7789,-1
7790,-1
7791,-1
7794,-2
7798,-2
7800,-2
7802,-3
7808,-3
7811,-2
7813,-1
7814,-1
7821,-1
7826,-1
7831,-1
7832,-1
7834,-2
7836,-2
7838,-2
7840,-2
7843,-2
7846,-2
7849,-4
7853,-2
7857,-2
7864,-3
7865,-3
7868,-3
7870,-3
7873,-3
7875,-3
7877,-2
7878,-2
7879,-2
7880,-2
7883,-2
7887,-1
7889,0
7890,0
7893,0
7895,0
7897,0
7898,0
7904,0
7909,0
7913,0
7915,0
7918,0
7919,0
7920,0
7921,0
7922,0
7924,0
7926,0
7927,0
7930,0
7931,-2
7938,-2
7939,-2
7942,-2
7944,-2
7945,-2
7946,-2
7947,-2
7948,-3
7951,-5
7964,-5
7972,-4
7974,-4
7975,-4
7976,-4
7977,-4
7978,-4
7982,-4
7983,-4
7986,-4
7987,-4
7988,-2
7990,-2
7997,-2
8005,-2
8006,-2
8008,-2
8013,-2
8021,-2
8023,-2
8031,-2
8032,-2
8035,-2
8037,-2
8064,-3
8070,-3
8071,-3
8073,-3
8076,-3
8081,-3
8090,-3
8092,-3
8095,-3
8096,-3
8106,-3
8117,-4
8119,-4
8123,-4
8127,-4
8130,-4
8137,-4
8138,-4
8141,-4
8146,-4
8149,-4
8151,-4
8158,-4
8162,-4
8164,-3
8170,-3
8171,-3
8173,-3
8176,-3
8177,-3
8178,-3
8181,-3
8182,-3
8196,-3
8197,-2
8198,-2
8199,0
8201,-1
8205,-1
8206,-1
8207,-1
8209,-1
8212,-1
8213,0
8214,0
8216,0
8218,0
8219,0
8222,0
8225,0
8230,0
8231,0
8232,0
8233,0
8235,0
8237,0
8238,0
8242,0
8243,0
8244,0
8245,0
8246,0
8247,0
8249,0
8251,-2
8256,-2
8261,-2
8263,-2
8267,-2
8278,-2
8280,-2
8281,-2
8282,-2
8285,-2
8289,-2
8290,-2
8293,-2
8294,-7
8295,-7
8300,-7
8303,-7
8307,-7
8309,-7
8310,-8
8313,-6
8314,-6
8315,-6
8319,-6
8323,-6
8329,-6
8336,-6
8338,-6
8342,-6
8348,-6
8349,-1
8354,-1
8365,-1
8368,-1
8384,-1
8388,-1
8389,-1
8390,-3
8391,-1
8392,-1
8399,-1
8405,-3
8406,-3
8409,-3
8412,-4
8421,-3
8429,-3
8437,-3
8438,-3
8443,-3
8445,-2
8448,-2
8450,-2
8454,-2
8455,-2
8458,-1
8460,-1
8463,-1
8464,-1
8465,-1
8469,-1
8472,-1
8477,-1
8478,-1
8479,-1
8480,-1
8482,-2
8484,-3
8485,-3
8487,-4
8488,-2
8492,-2
8494,-2
8495,-2
8496,-2
8497,-2
8501,-2
8502,-3
8503,-2
8504,-2
8505,-2
8506,-2
8508,-3
8515,-3
8517,-3
8518,-3
8519,-3
8520,-3
8530,-3
8531,-3
8533,-4
8539,-4
8546,-4
8552,-4
8555,-4
8561,-4
8564,-4
8569,-4
8575,-4
8576,-4
8577,-4
8582,-4
8584,-4
8588,-4
8590,-4
8594,-4
8596,-3
8597,-4
8605,-2
8608,-2
8617,-2
8619,-2
8622,-2
8623,-2
8626,-2
8636,-2
8638,-2
8645,-2
8648,-2
8650,-2
8653,-2
8654,-2
8658,-3
8659,-3
8660,-3
8662,-3
8664,-3
8665,-3
8668,-3
8673,-3
8674,-3
8678,-3
8681,-3
8684,-3
8685,-6
8686,-6
8689,-6
8691,-6
8698,-7
8699,-8
8700,-8
8707,-8
8709,-7
8712,-7
8713,-7
8720,-3
8726,-3
8729,-3
8730,-3
8731,-3
8735,-4
8742,-4
8743,-4
8744,-3
8746,-4
8754,-4
8757,-3
8758,-2
8762,-2
8765,-1
8769,-1
8770,-1
8776,-1
8779,-1
8781,-1
8782,-2
8786,-1
8787,-1
8791,-1
8793,-1
8794,-1
8795,-1
8808,0
8809,0
8811,-1
8812,-1
8813,-1
8815,-1
8817,-1
8820,-1
8821,-1
8822,-1
8823,-1
8824,-1
8828,-1
8829,-1
8831,-1
8832,-1
8835,-1
8836,-1
8837,-1
8839,-1
8841,-1
8842,-2
8844,-2
8846,-2
8847,-2
8849,-2
8858,-3
8859,-3
8865,-3
8869,-4
8878,-5
8880,-5
8885,-5
8895,-4
8900,-4
8903,-4
8904,-4
8908,-5
8927,-6
8928,-6
8932,-6
8933,-11
8944,-10
8946,-5
8966,-5
8975,-5
8977,-6
8984,-6
8987,-6
8992,-6
8994,-5
8998,-5
9003,-5
9004,-5
9010,-5
9014,-5
9017,-5
9018,-4
9024,-2
9027,-2
9028,-2
9031,-2
9033,-2
9034,-2
9035,-2
9036,-2
9038,-1
9039,-1
9040,-1
9041,-1
9043,-1
9044,-1
9045,-1
9046,-1
9047,-1
9048,-1
9053,-2
9057,-3
9058,-3
9066,-3
9071,-3
9085,-3
9087,-3
9091,-4
9101,-4
9108,-5
9111,-5
9112,-5
9113,-4
9115,-4
9122,-4
9126,-5
9130,-5
9131,-5
9133,-4
9149,-2
9151,-2
9154,-2
9155,-1
9156,-1
9163,-1
9168,-1
9169,-1
9170,-1
9176,-2
9193,-2
9205,-2
9210,-2
9214,-2
9216,-2
9223,-2
9227,-2
9228,-2
9230,-2
9238,-2
9242,-2
9251,-2
9256,-2
9264,-2
9267,-3
9270,-2
9273,-2
9275,-2
9277,-2
9278,-2
9284,-2
9286,-2
9293,-2
9295,-1
9296,-1
9303,-2
9306,-2
9307,-3
9316,-5
9317,-2
9324,-5
9330,-5
9335,-5
9336,-5
9342,-5
9343,-5
9353,-5
9356,-3
9359,-3
9362,-3
9363,-4
9365,-5
9376,-5
9390,-4
9391,-4
9399,-4
9400,-3
9416,-3
9417,-3
9418,-3
9420,-2
9426,-2
9427,-1
9428,-1
9430,-1
9438,-1
9442,-3
9444,-3
9450,-3
9452,-3
9463,-3
9464,-3
9466,-3
9467,-3
9469,-3
9471,-1
9473,-1
9476,-1
9478,-1
9479,-1
9482,-1
9483,-1
9490,-3
9491,-3
9493,-3
9497,-3
9498,-3
9503,-3
9504,-3
9505,-3
9512,-3
9513,-3
9514,-3
9515,-3
9517,-2
9518,-2
9520,-2
9528,-2
9531,-2
9532,0
9535,0
9536,-3
9540,-3
9549,-3
9558,-3
9562,-3
9563,-3
9564,-3
9565,-3
9571,-3
9572,-3
9577,-3
9578,-3
9579,-3
9592,-2
9593,-2
9594,-2
9596,-2
9598,-2
9599,-2
9601,-2
9602,-2
9603,-2
9605,-2
9612,-2
9618,-2
9624,-2
9631,-2
9640,-2
9646,-3
9657,-3
9659,-3
9661,-3
9662,-3
9666,-3
9676,0
9689,0
9691,0
9693,-1
9696,-1
9698,-1
9700,-1
9701,-1
9706,-1
9712,-1
9713,-1
9716,-1
9717,-1
9723,-1
9724,-1
9726,-1
9730,-1
9733,-1
9736,-1
9737,-2
9739,-1
9743,-1
9746,-1
9749,0
9752,0
9755,0
9758,0
9761,0
9764,-2
9765,-2
9775,-2
9777,-2
9781,-2
9783,-2
9784,-2
9789,-2
9798,-2
9802,0
9810,0
9813,0
9821,0
9826,0
9827,0
9828,0
9829,0
9835,0
9836,0
9838,0
9842,0
9849,0
9854,0
9860,0
9861,0
9870,0
9871,0
9872,0
9873,0
9875,0
9876,0
9881,0
9882,0
9883,-1
9886,-1
9887,-1
9891,-1
9893,-1
9897,-1
9899,-1
9900,0
9905,0
9906,0
9909,0
9911,-1
9919,-1
9921,-1
9922,-1
9926,-1
9928,-1
9930,-1
9932,-1
9933,-1
9936,-1
9938,-1
9942,-1
9945,-1
9948,-1
9950,-1
9956,-1
9960,-1
9961,-1
9963,-1
9964,-1
9967,-2
9973,-2
9976,-3
9981,-2
9987,-2
9991,-3
9993,-3
9994,-3
9998,-2
9999,-5
10000,-5
